id,NameZh,NameEn,price
101,双人晚餐A,Dinner For 2 People A,35.00 per person
102,双人晚餐B,Dinner For 2 People B,38.00 per person
103,3-4人晚餐C,Dinner For 3-4 People C,35.00 per person
104,3-4人晚餐D,Dinner For 3-4 People C,38.00 per person
105,5-7人晚餐E,Dinner For 5-7 People E,35.00 per person
106,5-7人晚餐F,Dinner For 5-7 People F,38.00 per person
108,8人及以上晚餐G,Dinner For 8 People or More G,35.00 per person
109,8人及以上晚餐H,Dinner For 8 People or More H,38.00 per person
