id,NameZh,NameEn,price
58,香波咕噜肉,Sweet & Sour Pork with Pineapple,23.00
59,时菜肉片,Stir-fried Pork with Vegetables,23.00
61,椒盐肉排,Baked Spare Ribs with Spicy Pepper Salt,24.00
62,蒜香肉排,Pork Chop with Garlic Salt,24.00
