id,NameZh,NameEn,price
77,鸡虾炒饭,Fried Rice with Chicken & Shrimps,20.00
78,鸡肉炒饭,Fried Rice with Chicken,20.00
79,牛肉炒饭,Fried Rice with Beef,20.00
80,叉烧炒饭,Fried Rice with BBQ Pork,20.00
81,虾仁炒饭,Fried Rice with Shrimps,20.00
82,杂烩炒饭,Combination Fried Rice,20.00
83,海鲜炒饭,Fried Rice with Seafood,26.00
84,印尼炒饭,Nasi-Goreng,20.00
85,蛋炒饭,Fried Rice with Eggs,18.00
93,白饭,Steamed Rice,2.00
